|business_address|business_name|city|geo_coordinates|id|license_expiration|license_num|license_type|state|zip_code
754|65 Elliott St E|Ledyard Street Automotive Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.670413, 41.746847]}]|row-2xid-8udm.azzc|2023-05-31T00:00:00|U7271|Used Dealer|Ct|06114-1515
755|1516 Park St|A And N Auto Service Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.703428, 41.757756]}]|row-hw2c-i48m.9ee6|2023-09-30T00:00:00|U6382|Used Dealer|Ct|06106-2209
756|165 W Service Rd|Harte Suzuki|Hartford|[{'type': 'Point', 'coordinates': [-72.656353, 41.791128]}]|row-kskb~5p4k-8ess|2023-07-31T00:00:00|N0156|New Dealer|Ct|06120-1503
757|980 New Britain Ave|Town Fair Tire Centers Of Conn Llc|West Hartford|[{'type': 'Point', 'coordinates': [-72.719716, 41.73038]}]|row-p3gy~7dkt-c2b2|2022-03-31T00:00:00|R7741|General Repairer|Ct|06110
758|996 1000 New Britain Ave|Pep Boys Manny Moe And Jack Del Inc|West Hartford|[{'type': 'Point', 'coordinates': [-72.72090700000001, 41.730237]}]|row-kmsg-vy9q-h5hq|2022-03-31T00:00:00|R5713|General Repairer|Ct|06127
759|1019 New Britain Ave|Chadrad Motors Llc|West Hartford|[{'type': 'Point', 'coordinates': [-72.723156, 41.730021]}]|row-mid6-5ugy-ygwc|2023-04-30T00:00:00|U7493|Used Dealer|Ct|06110-2238
760|831 Straits Tpke|Shakers Inc|Watertown|[{'type': 'Point', 'coordinates': [-73.098536, 41.569086000000006]}]|row-m9j4-yjvr~a6u4|2022-06-30T00:00:00|N2105|New Dealer|Ct|06795-3320
761|789 Main St|The Quiet Zone|Watertown|[{'type': 'Point', 'coordinates': [-73.114494, 41.600214]}]|row-yv3h-rbxb-d29i|2023-01-31T00:00:00|R6898|General Repairer|Ct|06795-2624
762|795 Straits Tpke|Premier Watertown Llc|Watertown|[{'type': 'Point', 'coordinates': [-73.098832, 41.570254]}]|row-zpx5~etwm-7buh|2023-07-31T00:00:00|N2631|New Dealer|Ct|06795
763|527 Spring St|Twm Automotive Inc|Windsor Locks|[{'type': 'Point', 'coordinates': [-72.664778, 41.932082]}]|row-jrug-ejei-5crc|2023-01-31T00:00:00|R6411|General Repairer|Ct|06096-1106
764|436 Spring St|Rafley Inc|Windsor Locks|[{'type': 'Point', 'coordinates': [-72.65782, 41.931908]}]|row-qees.23jv-tsir|2023-07-31T00:00:00|R6628|General Repairer|Ct|06096
765|44A National Drive|High Line Lube Llc|Windsor Locks|[{'type': 'Point', 'coordinates': [-72.66757600000001, 41.924322]}]|row-uu4z-nhwi~aaa4|2023-09-30T00:00:00|R7785|General Repairer|Ct|06096
766|1818 Baldwin St|Revamped Autoworks Llc|Waterbury|[{'type': 'Point', 'coordinates': [-73.037539, 41.528553]}]|row-9rek-unta-bwej|2023-06-30T00:00:00|U8893|Used Dealer|Ct|06706-2011
767|1704 Baldwin St|Rays Automotive Inc|Waterbury|[{'type': 'Point', 'coordinates': [-73.036979, 41.530207]}]|row-7tuk-d2s5-dv2e|2022-02-28T00:00:00|U7856|Used Dealer|Ct|06706
768|1530 E Main St|Dba Blasius North|Torrington|[{'type': 'Point', 'coordinates': [-73.087507, 41.819328]}]|row-mx4q-y4b7.d9wg|2023-08-31T00:00:00|U8532|Used Dealer|Ct|06790-3550
769|901 Migeon Ave|Michael H Martel|Torrington|[{'type': 'Point', 'coordinates': [-73.142162, 41.817053]}]|row-vw8d~vih6-g8dd|2022-04-30T00:00:00|R5613|General Repairer|Ct|06790-4526
770|85 West Rd|Ed'S Automotive Llc|Ellington|[{'type': 'Point', 'coordinates': [-72.463845, 41.878342]}]|row-n666~9njh.9rqm|2023-09-30T00:00:00|U7576|Used Dealer|Ct|06029-3718
771|5 Palomba Drive|Dba Midas Enfield|Enfield|[{'type': 'Point', 'coordinates': [-72.574049, 41.99785]}]|row-ppaa.rqbi-tkcn|2023-08-31T00:00:00|R7512|General Repairer|Ct|06082
772|105 Raffia Rd|Rafley Inc|Enfield|[{'type': 'Point', 'coordinates': [-72.565927, 41.963599]}]|row-yhhj-q5f4~vwwa|2022-05-31T00:00:00|R4763|General Repairer|Ct|06082-5633
773|11 Windermere Av|Farm Car Care Center, Inc.|Vernon Rockville|[{'type': 'Point', 'coordinates': [-72.467986, 41.867963]}]|row-tsgr.9ir2~r8bj|2022-08-31T00:00:00|U4793|Used Dealer|Ct|06066
774|100 Windsor Ave|Ray Seraphin Ford Inc|Vernon Rockville|[{'type': 'Point', 'coordinates': [-72.477018, 41.864178]}]|row-c62e-y2rt-2gbt|2023-03-31T00:00:00|O0097|Leasing License|Ct|06066
775|63 1/2 Windsor Ave|Maple Garage Inc|Vernon Rockville|[{'type': 'Point', 'coordinates': [-72.471906, 41.865598000000006]}]|row-3xwt-v36z.we5z|2022-02-28T00:00:00|R0003|General Repairer|Ct|06066
776|680 Newfield St|Jukonski Sales|Middletown|[{'type': 'Point', 'coordinates': [-72.672319, 41.577639]}]|row-ku39.vmr9.yi5r|2023-07-31T00:00:00|N2337|New Dealer|Ct|06457-1820
777|27 Walnut St|Krols Auto Body Inc|Middletown|[{'type': 'Point', 'coordinates': [-72.638531, 41.55436]}]|row-iva5.e4r2-v6su|2022-10-31T00:00:00|U2219|Used Dealer|Ct|06457
778|480 Short Beach Rd|New Haven Truck & Autobody Inc|East Haven|[{'type': 'Point', 'coordinates': [-72.871595, 41.2662]}]|row-4y6w-xm6a-xjdt|2023-07-31T00:00:00|U1080|Used Dealer|Ct|06512-3821
779|519 Laurel St|1 Source Solution   Llc|East Haven|[{'type': 'Point', 'coordinates': [-72.867188, 41.300607]}]|row-5wqd.hvbt~g7rf|2023-07-31T00:00:00|R7635|General Repairer|Ct|06512
780|694 Old Colony Rd|Verdolinis Automatic Trans Srv Inc|Meriden|[{'type': 'Point', 'coordinates': [-72.81259, 41.521363]}]|row-7gw7-es2f-6epd|2023-05-31T00:00:00|R1063|General Repairer|Ct|06450
781|15 North Ave|L And M Garage Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.811745, 41.537208]}]|row-dkq8-v9r5~b2mj|2023-12-31T00:00:00|U6425|Used Dealer|Ct|06451-4014
782|375 S Broad St|Harte Properties Inc|Meriden|[{'type': 'Point', 'coordinates': [-72.806572, 41.512239]}]|row-mfvd.3dtu-ms5x|2022-02-28T00:00:00|N2708|New Dealer|Ct|06450-6646
783|4031 Aspen Grove Dr. # 650|Mitsubishi Motors North America Inc|Franklin|[{'type': 'Point', 'coordinates': [-86.826491, 35.941129]}]|row-hbun-f6kq-qq3c|2022-06-30T00:00:00|M0570|Manufacturer License|Tn|37067
784|884 Long Cove Rd|Ledyard Auto|Gales Ferry|[{'type': 'Point', 'coordinates': [-72.062441, 41.42119]}]|row-sakm.mvmt-icfs|2023-09-30T00:00:00|U4583|Used Dealer|Ct|06335-1916
785|1592 Route 12|Cic Automotive And Sales Llc|Gales Ferry|[{'type': 'Point', 'coordinates': [-72.077342, 41.419841]}]|row-2v5x.ef8b-njig|2023-04-30T00:00:00|U8918|Used Dealer|Ct|06335-1843
786|1633 Main St North|Dba Buy Smart Auto|Woodbury|[{'type': 'Point', 'coordinates': [-73.169007, 41.595358]}]|row-qkhy~fiju.ayjd|2023-02-28T00:00:00|U8862|Used Dealer|Ct|06798
787|415 Crossways Park Dr Ste C|Vehicle Lenders Group Llc|Woodbury|[{'type': 'Point', 'coordinates': [-73.486024, 40.80549]}]|row-ugfs-n5f6-4fxb|2023-03-31T00:00:00|O0496|Leasing License|Ny|11797-2055
788|592 Main St S|Robert Motorcars Llc|Woodbury|[{'type': 'Point', 'coordinates': [-73.204686, 41.530494]}]|row-3auv-zxb4.8waw|2022-08-31T00:00:00|U5530|Used Dealer|Ct|06798
789|56 Division St|Monro Muffler Brake Inc|Derby|[{'type': 'Point', 'coordinates': [-73.082633, 41.332191]}]|row-krdu.m5vn-zyar|2023-05-31T00:00:00|R5497|General Repairer|Ct|06418-1447
790|57 Derby Ave|Bridge Motors Llc|Derby|[{'type': 'Point', 'coordinates': [-73.080923, 41.317562]}]|row-jgh4-d7in-wkkg|2023-06-30T00:00:00|U8310|Used Dealer|Ct|06418-2056
791|41 Derby Ave|34 Motor Co Llc|Derby|[{'type': 'Point', 'coordinates': [-73.080877, 41.316725]}]|row-9rab-efea-wgwz|2022-07-31T00:00:00|U6210|Used Dealer|Ct|06418
792|2211 Meriden Waterbury Tpk|J And J Automotive Customs Llc|Marion|[{'type': 'Point', 'coordinates': [-72.921711, 41.56345000000001]}]|row-pd8f~pibv-wqin|2023-07-31T00:00:00|U8057|Used Dealer|Ct|06444
793|One Novae Parkway|Novae Corporation|Markle||row-we36~xb5r-vash|2022-06-30T00:00:00|M0891|Manufacturer License|In|46770
794|82 Cherry St|Liberty Oil Equipment Co Inc|East Hartford|[{'type': 'Point', 'coordinates': [-72.65575, 41.772759]}]|row-w6ct-vz2y-tu6q|2023-06-30T00:00:00|U1243|Used Dealer|Ct|06108-2024
795|77 Sterling Rd|Cataro Leasing Company|East Hartford|[{'type': 'Point', 'coordinates': [-72.641774, 41.776707]}]|row-j8df-es6w-kdgv|2022-03-31T00:00:00|O1795|Leasing License|Ct|06108-1665
796|35 Clune Ct|Beejay N Automobile Mechanic Llc|East Hartford|[{'type': 'Point', 'coordinates': [-72.635124, 41.776171]}]|row-qqbd-fux9.nrhd|2023-10-31T00:00:00|R7655|General Repairer|Ct|06108-3425
797|89 Weston St|Carmax|Hartford|[{'type': 'Point', 'coordinates': [-72.663471, 41.786634]}]|row-w9ya~9n25-8a89|2022-03-31T00:00:00|U7107|Used Dealer|Ct|06120
798|165 W Service Rd|Harte Nissan Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.656353, 41.791128]}]|row-ix69-ceb4.f5bk|2023-07-31T00:00:00|N0156|New Dealer|Ct|06120-1503
799|80 Main St Ste C|E Muscle Llc|Portland|[{'type': 'Point', 'coordinates': [-72.642412, 41.570893]}]|row-9dqe.tpxw-t7fd|2022-11-30T00:00:00|R7359|General Repairer|Ct|06480-4825
800|116 Marlborough St|Hometown Garage|Portland|[{'type': 'Point', 'coordinates': [-72.630971, 41.569116]}]|row-2hn4-eagk.vpcf|2023-09-30T00:00:00|U8077|Used Dealer|Ct|06480-1804
801|260 Freestone Ave|Dba David P Rowland|Portland|[{'type': 'Point', 'coordinates': [-72.629685, 41.570699]}]|row-xf3c.45gz-bpvn|2023-07-31T00:00:00|R6929|General Repairer|Ct|06480
802|150 Burnham St|Triple B Automotive|Kensington|[{'type': 'Point', 'coordinates': [-72.762442, 41.631487]}]|row-ki77~79bk-skef|2022-05-31T00:00:00|U6195|Used Dealer|Ct|06037
803|1114 Farmington Ave|Kensington Weldng Trl Co|Kensington|[{'type': 'Point', 'coordinates': [-72.758417, 41.629741]}]|row-qcu6~urnr.ycve|2022-04-30T00:00:00|N0981|New Dealer|Ct|06037-2245
804|1725 Stratford Ave|Bobs Service Station|Stratford|[{'type': 'Point', 'coordinates': [-73.142214, 41.185339]}]|row-243w-ydpi-fjnx|2023-04-30T00:00:00|L2313|Limited Repairer|Ct|06615-6423
805|280 Ferry Blvd|Loehmann Blasius Chevrolet Inc|Stratford|[{'type': 'Point', 'coordinates': [-73.123159, 41.193427]}]|row-4f5g-6g44~7ap2|2022-12-31T00:00:00|U8467|Used Dealer|Ct|06615
806|290 Broad St Ste A|Dba Meineke Car Care|Manchester|[{'type': 'Point', 'coordinates': [-72.53425, 41.77911900000001]}]|row-f72i-siyt-bfkp|2023-05-31T00:00:00|R7729|General Repairer|Ct|06040-4062
807|791 Middle Tpke W|Cheney Howell Rvts|Manchester|[{'type': 'Point', 'coordinates': [-72.561326, 41.780932]}]|row-vr4u-5c3r~dvuy|2023-02-28T00:00:00|R1237|General Repairer|Ct|06040-1819
808|399 Treadwell St|Caldwell Power Equipment|Hamden|[{'type': 'Point', 'coordinates': [-72.928825, 41.353636]}]|row-v93r-pnda-tsav|2023-08-31T00:00:00|U7813|Used Dealer|Ct|06514-4112
809|2111 Dixwell Ave|Hamden Auto Body Llc -|Hamden|[{'type': 'Point', 'coordinates': [-72.919663, 41.368611]}]|row-pbv3.pmu3-hv6s|2023-11-30T00:00:00|R5847|General Repairer|Ct|06514-2405
810|111 Norwich Rd|Robbins Auto Llc|Plainfield|[{'type': 'Point', 'coordinates': [-71.904689, 41.711681]}]|row-d6nk.ggxm~vuw2|2023-04-30T00:00:00|U8435|Used Dealer|Ct|06374
811|960 Norwich Rd|Dkc Auto Service Llc|Plainfield|[{'type': 'Point', 'coordinates': [-71.926668, 41.658514]}]|row-p7pq-sffz-aacp|2022-04-30T00:00:00|U8801|Used Dealer|Ct|06374-1924
812|300 W Putnam Ave|Rds Enterprises Vii Lp|Greenwich|[{'type': 'Point', 'coordinates': [-73.636001, 41.024112]}]|row-x3kw-evmw-3z6u|2023-05-31T00:00:00|N2769|New Dealer|Ct|06830-5242
813|468 W Putnam Ave|Miller Motorcars Inc|Greenwich|[{'type': 'Point', 'coordinates': [-73.642421, 41.02034]}]|row-29df-b4hn.hitj|2023-06-30T00:00:00|R7629|General Repairer|Ct|06830-6244
814|295A Boston Post Rd|Baldwin Bridge Auto Inc|Old Saybrook|[{'type': 'Point', 'coordinates': [-72.369154, 41.307537]}]|row-k423-za9t~pb34|2022-05-31T00:00:00|U4494|Used Dealer|Ct|06475
815|1627 Boston Post Rd|Smith Bros Transmission Specialist|Old Saybrook|[{'type': 'Point', 'coordinates': [-72.41577200000002, 41.28648]}]|row-j6df~d9q3.f8tp|2023-11-30T00:00:00|U0724|Used Dealer|Ct|06475-1607
816|319 Middlesex Tpke|Vw Of Old Saybrook|Old Saybrook|[{'type': 'Point', 'coordinates': [-72.382082, 41.310187]}]|row-5fy8-4imd-9hrc|2023-09-30T00:00:00|N2357|New Dealer|Ct|06475-4209
817|147 Franklin St|Alirio Gaitan Dba|Norwich|[{'type': 'Point', 'coordinates': [-72.07369, 41.527133]}]|row-hmyq-fdp5-78sn|2023-10-31T00:00:00|R6069|General Repairer|Ct|06360-4510
818|315 Laurel Hill Ave|Laurel Hill Automotive & Tire Llc|Norwich|[{'type': 'Point', 'coordinates': [-72.074627, 41.512604]}]|row-djpg-tdrb-wgxj|2022-01-31T00:00:00|U7845|Used Dealer|Ct|06360
819|499 North Main St|Quercia John|Norwich|[{'type': 'Point', 'coordinates': [-72.05431, 41.535382]}]|row-c3u8-i6ag-asy3|2023-04-30T00:00:00|U1546|Used Dealer|Ct|06360
820|79 Liberty St|Frank Corzo Auto Body|Stamford|[{'type': 'Point', 'coordinates': [-73.554085, 41.050881]}]|row-vtz6~eipn.qduz|2022-03-31T00:00:00|R6128|General Repairer|Ct|06902
821|212 Magee Ave|Stamford Ford Lincoln Mercury Llc|Stamford|[{'type': 'Point', 'coordinates': [-73.52699500000001, 41.043229]}]|row-45he-6u3n-tgjx|2022-11-30T00:00:00|N2548|New Dealer|Ct|06902
822|110 Lenox Ave|Jr Auto And Truck Repair Llc|Stamford|[{'type': 'Point', 'coordinates': [-73.510784, 41.06863]}]|row-ba6h.ta4s-dtrg|2022-10-31T00:00:00|U8644|Used Dealer|Ct|06906
823|129 Whalley Ave|Aamity Car And Truck Repair Iii Llc|New Haven|[{'type': 'Point', 'coordinates': [-72.936786, 41.314647]}]|row-u8j4.5mza~xicy|2022-11-30T00:00:00|R7060|General Repairer|Ct|06511
824|240 Whalley Ave|Lee Myles Transmissions|New Haven|[{'type': 'Point', 'coordinates': [-72.940522, 41.315978]}]|row-9xmy-qk52-uj8h|2022-09-30T00:00:00|U2407|Used Dealer|Ct|06511
825|471 Watertown Ave|Izzys Auto Repair Llc|Waterbury|[{'type': 'Point', 'coordinates': [-73.059781, 41.565824]}]|row-dyhn-qe2s-f7hi|2023-02-28T00:00:00|R7325|General Repairer|Ct|06708-2204
826|2974 E Main St|Land N Sea Marine|Waterbury|[{'type': 'Point', 'coordinates': [-72.987677, 41.545072]}]|row-ypig-57k8~b38a|2022-02-28T00:00:00|N2525|New Dealer|Ct|06705-3422
827|45 Industry Ln|Dba Manchester Discount Muffler And Brake|Waterbury|[{'type': 'Point', 'coordinates': [-73.008111, 41.572318]}]|row-uebp-jbd5.b38d|2022-07-31T00:00:00|U5512|Used Dealer|Ct|06704-2413
828|10 Tindall Ave|Georgetown Subaru Inc|Norwalk|[{'type': 'Point', 'coordinates': [-73.423142, 41.125849]}]|row-f8az.c5ep-n2pv|2023-06-30T00:00:00|N2575|New Dealer|Ct|06851
829|76 Connecticut Ave|Ac Auto Body Of New Canaan Inc|Norwalk|[{'type': 'Point', 'coordinates': [-73.424172, 41.106838]}]|row-czeg~t2nm-uq59|2022-09-30T00:00:00|R6868|General Repairer|Ct|06850-3541
830|665 Broad St|Meineke Car Care Center #178|New London|[{'type': 'Point', 'coordinates': [-72.124223, 41.366963]}]|row-7k4u-8ejz-gfm9|2022-03-31T00:00:00|R7204|General Repairer|Ct|06320
831|25 Stiles Ln|Jp Automotive Llc|North Haven|[{'type': 'Point', 'coordinates': [-72.879569, 41.376677]}]|row-w8ft~u5n3-zhqj|2023-04-30T00:00:00|R6777|General Repairer|Ct|06473-2133
832|505 N Colony St|Tjs Autobody Llc|Wallingford|[{'type': 'Point', 'coordinates': [-72.817995, 41.467278]}]|row-wvcm-3iid~u9dk|2023-01-31T00:00:00|R6900|General Repairer|Ct|06492-3145
833|280 N Colony St|Cerritos Auto Sales Inc|Wallingford|[{'type': 'Point', 'coordinates': [-72.821398, 41.461352]}]|row-n4sp~bbg7-wiq9|2023-11-30T00:00:00|U8108|Used Dealer|Ct|06492-3630
834|80 N Plains Industrial Rd|Bm And N Enterprises Inc|Wallingford|[{'type': 'Point', 'coordinates': [-72.818046, 41.481729]}]|row-tn3y.vzbw-3gje|2022-07-31T00:00:00|U4275|Used Dealer|Ct|06492
835|4 Lanesville Rd|J And J Auto Repair Llc|New Milford|[{'type': 'Point', 'coordinates': [-73.422548, 41.535601]}]|row-rd2k-7zwv.2ai3|2022-02-28T00:00:00|U8797|Used Dealer|Ct|06776-4456
836|453 Danbury Rd Unit 3|42 Racing Llc|New Milford|[{'type': 'Point', 'coordinates': [-73.42332400000001, 41.524405]}]|row-wj4d-ehvg-f3fr|2022-08-31T00:00:00|R7694|General Repairer|Ct|06776
837|196 Clark Street Unit D|Maple Avenue Repair Service Llc|Southington|[{'type': 'Point', 'coordinates': [-72.90004, 41.566304]}]|row-uh8r~gjmr-wge4|2022-02-28T00:00:00|R7784|General Repairer|Ct|06489
838|445 Queen St|Monro Muffler Brake Inc|Southington|[{'type': 'Point', 'coordinates': [-72.873675, 41.628821]}]|row-9esw-34k3.mgq6|2023-10-31T00:00:00|R6076|General Repairer|Ct|06489-1803
839|1125 Queen St|Pn Auto Llc|Southington|[{'type': 'Point', 'coordinates': [-72.872418, 41.647296]}]|row-4a2k~3tku.rub5|2023-01-31T00:00:00|U8123|Used Dealer|Ct|06489-1266
840|859 Tunxis Hill Rd|Dba Valvoline Instant Oil Change|Fairfield|[{'type': 'Point', 'coordinates': [-73.237551, 41.178132]}]|row-xe23-sfnv-98rd|2022-11-30T00:00:00|R7781|General Repairer|Ct|06825-4222
841|1845 Bronson Rd|Greenfield Hill Service Llc|Fairfield|[{'type': 'Point', 'coordinates': [-73.282721, 41.160715]}]|row-hh24.2ft3~mcem|2023-05-31T00:00:00|R7738|General Repairer|Ct|06824
842|550 Commerce Dr|Bennett Service Station|Fairfield|[{'type': 'Point', 'coordinates': [-73.232292, 41.164205]}]|row-p5sq-thd2-f4d9|2022-05-31T00:00:00|U6192|Used Dealer|Ct|06825-5544
843|97 Wall St|Dba Timothy Monahan|Torrington|[{'type': 'Point', 'coordinates': [-73.118377, 41.804839]}]|row-qkan~pvn9-fkd5|2023-03-31T00:00:00|U1669|Used Dealer|Ct|06790-5417
844|2033 E Main St|Northwest Hills Chrys Jeep Llc|Torrington|[{'type': 'Point', 'coordinates': [-73.073275, 41.821068]}]|row-7rmt-t9wf.5qhp|2022-08-31T00:00:00|N2263|New Dealer|Ct|06790-3111
845|474 492 500 Winsted Rd|Rocket Motor Sales Inc|Torrington|[{'type': 'Point', 'coordinates': [-73.112697, 41.82616]}]|row-fref.qys4-qszk|2023-03-31T00:00:00|U8015|Used Dealer|Ct|06790
846|480 W Main St|Liberty Auto Body Inc|Stamford|[{'type': 'Point', 'coordinates': [-73.557798, 41.048374]}]|row-nb2e-2drj-spsv|2023-01-31T00:00:00|R7369|General Repairer|Ct|06902-5516
847|212 Magee Ave|Stamford Ford Lincoln|Stamford|[{'type': 'Point', 'coordinates': [-73.52699500000001, 41.043229]}]|row-sbtd.3ng9-zgk8|2022-11-30T00:00:00|N2548|New Dealer|Ct|06902
848|47 Larkin St|Global Fleet Leasing Llc|Stamford|[{'type': 'Point', 'coordinates': [-73.519258, 41.078105]}]|row-g54n.k3wz-e4v9|2022-04-30T00:00:00|U8162|Used Dealer|Ct|06907-2702
849|40 Albany Tpke|Hoffman Of Simsbury Inc|West Simsbury|[{'type': 'Point', 'coordinates': [-72.869059, 41.817817]}]|row-q8p9~f2r9.79qs|2023-05-31T00:00:00|N0257|New Dealer|Ct|06092-2901
850|36 44 Albany Tpke|Hoffman Of West Simsbury Inc|West Simsbury|[{'type': 'Point', 'coordinates': [-72.868051, 41.817604]}]|row-esjs-wxuu~fku5|2023-06-30T00:00:00|N0224|New Dealer|Ct|06092
851|40 Albany Tpke|Hoffman Honda|West Simsbury|[{'type': 'Point', 'coordinates': [-72.869059, 41.817817]}]|row-tg3n~ysje~mt27|2023-05-31T00:00:00|N0257|New Dealer|Ct|06092-2901
852|92 Danbury Rd|Marty Motors Inc|Ridgefield|[{'type': 'Point', 'coordinates': [-73.493089, 41.293184]}]|row-yvfh~fu7u~jh3j|2022-10-31T00:00:00|U2272|Used Dealer|Ct|06877
853|6915 Arlington Ave|Grech Rv Inc|Riverside|[{'type': 'Point', 'coordinates': [-117.445195, 33.945864]}]|row-ngci-wyim~bqa8|2022-06-30T00:00:00|M1034|Manufacturer License|Ca|92504-1905
854|1118 E Putnam Ave|Mavis Tire Supply Corp|Riverside|[{'type': 'Point', 'coordinates': [-73.583621, 41.040924]}]|row-zp7p.jtk9.qz5j|2023-09-30T00:00:00|R6063|General Repairer|Ct|06878-1306
855|383 River Rd|Dba Defilippo Salvatore Jr|Shelton|[{'type': 'Point', 'coordinates': [-73.073655, 41.29399]}]|row-m9c5~hx8b.3ggd|2023-06-30T00:00:00|U1270|Used Dealer|Ct|06484-4424
856|425 Route 110|R And C Auto Body|Shelton|[{'type': 'Point', 'coordinates': [-73.075408, 41.290848]}]|row-66kj~2pdw.w7uf|2024-01-31T00:00:00|R0238|General Repairer|Ct|06484
857|329 Bridgeport Ave|Mario Daddario Buick Inc|Shelton|[{'type': 'Point', 'coordinates': [-73.105904, 41.298864]}]|row-sa36~mpz4-3yvg|2023-03-31T00:00:00|O6221|Leasing License|Ct|06484-3860
858|1795 Broad St|Cdj Auto Electric Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.687141, 41.74433200000001]}]|row-xmn6-4w2c~x6dp|2023-08-31T00:00:00|R0681|General Repairer|Ct|06114-1787
859|135 West Service Rd|Mac Motors Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.657035, 41.789573]}]|row-4xmv~p74v-avrg|2022-03-31T00:00:00|O5983|Leasing License|Ct|06120
860|695 Broad St|Ofstein James D|Hartford|[{'type': 'Point', 'coordinates': [-72.686993, 41.75992]}]|row-2ctw-r95u~haun|2022-04-30T00:00:00|U0066|Used Dealer|Ct|06106-4620
861|247 Park Rd|European  Motors Of W Hartford Inc|West Hartford|[{'type': 'Point', 'coordinates': [-72.725706, 41.757169]}]|row-q7vr-jf4j~x8q6|2022-02-28T00:00:00|U0299|Used Dealer|Ct|06119-2019
862|42 Jansen Ct|Ct Auto And Towing Llc|West Hartford|[{'type': 'Point', 'coordinates': [-72.728213, 41.722705]}]|row-qg4v-4bx9.4kq7|2022-10-31T00:00:00|U8440|Used Dealer|Ct|06110-1913
863|916 Orange Ave/Boston Post Rd|York Auto Clinic Inc|West Haven||row-vgu8-gtaq.ecjt|2023-05-31T00:00:00|U1388|Used Dealer|Ct|06516
864|560-600 Straits Tpke|Valenti Motors Inc|Watertown|[{'type': 'Point', 'coordinates': [-73.100218, 41.57636]}]|row-vsk4-uq75~dd6t|2022-03-31T00:00:00|O6039|Leasing License|Ct|06795
865|1360 Main St|Tri Town Truck Sales Llc|Watertown|[{'type': 'Point', 'coordinates': [-73.103707, 41.590661]}]|row-mt9x.3n2j-c7zb|2022-11-30T00:00:00|U6599|Used Dealer|Ct|06795
866|593 Elm St|Dba Peter Zurlino|Windsor Locks|[{'type': 'Point', 'coordinates': [-72.668786, 41.929341]}]|row-ugh2.kdg2-2tbm|2022-03-31T00:00:00|U8913|Used Dealer|Ct|06096-1647
867|51 Lawnacre Rd|Paganelli Construction Company Ii Llc|Windsor Locks|[{'type': 'Point', 'coordinates': [-72.631412, 41.907101]}]|row-gvjn.c5tp-i7xp|2022-09-30T00:00:00|U8223|Used Dealer|Ct|06096-2836
868|55 King Spring Rd|Sales Auction Company Llc|Windsor Locks|[{'type': 'Point', 'coordinates': [-72.66540600000002, 41.945115]}]|row-pxm7~gmnh-gem4|2023-07-31T00:00:00|U7559|Used Dealer|Ct|06096-1136
869|1200 S Main Street Unit 7|E Motors Auto Sales Llc|Waterbury|[{'type': 'Point', 'coordinates': [-73.03654, 41.539723]}]|row-94qg.v78x.vd75|2023-04-30T00:00:00|U6653|Used Dealer|Ct|06706
870|1215 Thomaston Ave|Hychko John F|Waterbury|[{'type': 'Point', 'coordinates': [-73.04882, 41.581018]}]|row-iw32-8rh5~8xe6|2022-04-30T00:00:00|J2660|Recycler|Ct|06704
871|409 W Main St|Anthonys Auto Sales|Waterbury|[{'type': 'Point', 'coordinates': [-73.047884, 41.558018]}]|row-ni92-vwif~iyn4|2023-04-30T00:00:00|U1522|Used Dealer|Ct|06702-1125
872|2015 E Main St|Sullivan Honda|Torrington|[{'type': 'Point', 'coordinates': [-73.074355, 41.821053]}]|row-6786-xh4a~x6zy|2023-03-31T00:00:00|O5887|Leasing License|Ct|06790-3111
873|761 Migeon Ave|A To Z Driveline Llc|Torrington|[{'type': 'Point', 'coordinates': [-73.139105, 41.81512200000001]}]|row-7d36-rt9p.eehm|2022-03-31T00:00:00|U7864|Used Dealer|Ct|06790-4522
874|610 Migeon Ave|Abate Autobody And Collision|Torrington|[{'type': 'Point', 'coordinates': [-73.134225, 41.813694000000005]}]|row-85p9.8dc8.qtpz|2022-03-31T00:00:00|U6788|Used Dealer|Ct|06790-4644
875|809 Enfield St|Gary Rome Kia Of Enfield|Enfield|[{'type': 'Point', 'coordinates': [-72.593947, 42.00048]}]|row-a4uh~huse~uamu|2022-03-31T00:00:00|N2529|New Dealer|Ct|06082-2927
876|140 Elm St|Lia Volkswagen|Enfield|[{'type': 'Point', 'coordinates': [-72.575754, 41.998393]}]|row-2rju-p2ec~cd5w|2023-02-28T00:00:00|N2413|New Dealer|Ct|06082-3809
877|777 Enfield St|Anthony Troiano And Sons Inc|Enfield|[{'type': 'Point', 'coordinates': [-72.593572, 42.00148]}]|row-mya3-e9ek.yr42|2023-09-30T00:00:00|U5718|Used Dealer|Ct|06082-2904
878|75A Windsor Ave|Hickey Enterprises Llc|Vernon Rockville|[{'type': 'Point', 'coordinates': [-72.474613, 41.8648]}]|row-shjj-e63s.idqz|2023-11-30T00:00:00|R7528|General Repairer|Ct|06066-2450
